STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30175,N,"Howard (NB) (Linden, Skokie-bound)",Howard,"Howard (Red, Purple & Yellow Lines)",40900,true,false,false,false,false,true,true,true,false,false,"(42.019063, -87.672892)"
30176,S,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",40900,true,false,false,false,false,true,true,true,false,false,"(42.019063, -87.672892)"
30173,N,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",40900,true,true,false,false,false,false,false,false,false,false,"(42.019063, -87.672892)"
30158,W,Illinois Medical District (Forest Pk-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30157,E,Illinois Medical District (O'Hare-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30058,N,Indiana (Harlem-bound),Indiana,Indiana (Green Line),40300,true,false,false,true,false,false,false,false,false,false,"(41.821732, -87.621371)"
30059,S,Indiana (63rd-bound),Indiana,Indiana (Green Line),40300,true,false,false,true,false,false,false,false,false,false,"(41.821732, -87.621371)"
30108,S,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,Irving Park (Blue Line),40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30281,N,Irving Park (Kimball-bound),Irving Park,Irving Park (Brown Line),41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30282,S,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30107,N,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,Irving Park (Blue Line),40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30110,S,Jackson/State (95th-bound),Jackson,Jackson (Red Line),40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30109,N,Jackson/State (Howard-bound),Jackson,Jackson (Red Line),40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30015,S,Jackson/Dearborn (Forest Pk-bound),Jackson,Jackson (Blue Line),40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30014,N,Jackson/Dearborn (O'Hare-bound),Jackson,Jackson (Blue Line),40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30227,N,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,false,true,false,false,false,false,false,false,false,false,"(42.015876, -87.669092)"
30228,S,Jarvis (95th-bound),Jarvis,Jarvis (Red Line),41190,false,true,false,false,false,false,false,false,false,false,"(42.015876, -87.669092)"
30248,S,Jefferson Park (Forest Pk-bound),Jefferson Park,Jefferson Park (Blue Line),41280,true,false,true,false,false,false,false,false,false,false,"(41.970634, -87.760892)"
30247,N,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,true,false,true,false,false,false,false,false,false,false,"(41.970634, -87.760892)"
30202,W,Kedzie (54th/Cermak-bound),Kedzie,Kedzie (Pink Line),41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30201,E,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30225,N,Kedzie (Kimball-bound),Kedzie,Kedzie (Brown Line),41180,true,false,false,false,true,false,false,false,false,false,"(41.965996, -87.708821)"
30226,S,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),41180,true,false,false,false,true,false,false,false,false,false,"(41.965996, -87.708821)"
30207,E,Kedzie (63rd-bound),Kedzie,Kedzie (Green Line),41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30208,W,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30220,S,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),41150,true,false,false,false,false,false,false,false,false,true,"(41.804236, -87.704406)"
30219,N,Kedzie (Loop-bound),Kedzie,Kedzie (Orange Line),41150,true,false,false,false,false,false,false,false,false,true,"(41.804236, -87.704406)"
30048,E,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
30049,W,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
30250,S,Kimball (Loop-bound),Kimball,Kimball (Brown Line),41290,true,false,false,false,true,false,false,false,false,false,"(41.967901, -87.713065)"
30249,N,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,true,false,false,false,true,false,false,false,false,false,"(41.967901, -87.713065)"
30217,E,King Drive (Cottage Grove-bound),King Drive,King Drive (Green Line),41140,true,false,false,true,false,false,false,false,false,false,"(41.78013, -87.615546)"
30218,W,King Drive (Harlem-bound),King Drive,King Drive (Green Line),41140,true,false,false,true,false,false,false,false,false,false,"(41.78013, -87.615546)"
30118,W,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30117,E,Kostner (Loop-bound),Kostner,Kostner (Pink Line),40600,true,false,false,false,false,false,false,false,true,false,"(41.853751, -87.733258)"
30289,N,Lake/State (Howard-bound),Lake,Lake (Red Line),41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30290,S,Lake/State (95th-bound),Lake,Lake (Red Line),41660,true,true,false,false,false,false,false,false,false,false,"(41.884809, -87.627813)"
30135,E,Laramie (63rd-bound),Laramie,Laramie (Green Line),40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30136,W,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,true,false,false,true,false,false,false,false,false,false,"(41.887163, -87.754986)"
30262,W,LaSalle (Forest Pk-bound),LaSalle,LaSalle (Blue Line),41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30261,E,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),41340,false,false,true,false,false,false,false,false,false,false,"(41.875568, -87.631722)"
30031,W,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,false,false,false,false,false,false,true,false,true,true,"(41.8768, -87.631739)"
30030,E,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)",40160,false,false,false,false,true,false,false,false,false,false,"(41.8768, -87.631739)"
30150,S,Lawrence (95th-bound),Lawrence,Lawrence (Red Line),40770,false,true,false,false,false,false,false,false,false,false,"(41.969139, -87.658493)"
30149,N,Lawrence (Howard-bound),Lawrence,Lawrence (Red Line),40770,false,true,false,false,false,false,false,false,false,false,"(41.969139, -87.658493)"
30204,S,Linden (Howard-Loop-bound),Linden,Linden (Purple Line),41050,true,false,false,false,false,true,true,false,false,false,"(42.073153, -87.69073)"
30203,N,Linden (Linden-bound),Linden,Linden (Purple Line),41050,true,false,false,false,false,true,true,false,false,false,"(42.073153, -87.69073)"
30198,S,Logan Square (Forest Pk-bound),Logan Square,Logan Square (Blue Line),41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30197,N,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,true,false,true,false,false,false,false,false,false,false,"(41.929728, -87.708541)"
30252,S,Loyola (95th-bound),Loyola,Loyola (Red Line),41300,true,true,false,false,false,false,false,false,false,false,"(42.001073, -87.661061)"
30251,N,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,true,true,false,false,false,false,false,false,false,false,"(42.001073, -87.661061)"
30124,S,Madison/Wabash (Inner Loop),Madison/Wabash,"Madison/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40640,false,false,false,true,false,false,true,false,true,true,"(41.882023, -87.626098)"
30123,N,Madison/Wabash (Outer Loop),Madison/Wabash,"Madison/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40640,false,false,false,true,true,false,false,false,false,false,"(41.882023, -87.626098)"
30053,S,Main (Howard-Loop-bound),Main,Main (Purple Line),40270,false,false,false,false,false,true,true,false,false,false,"(42.033456, -87.679538)"
30052,N,Main (Linden-bound),Main,Main (Purple Line),40270,false,false,false,false,false,true,true,false,false,false,"(42.033456, -87.679538)"
30090,N,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30091,S,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple Lines),40460,true,false,false,false,true,false,true,false,false,false,"(41.888969, -87.633924)"
30182,S,Midway (Arrival),Midway,Midway (Orange Line),40930,true,false,false,false,false,false,false,false,false,true,"(41.78661, -87.737875)"
30181,N,Midway (Loop-bound),Midway,Midway (Orange Line),40930,true,false,false,false,false,false,false,false,false,true,"(41.78661, -87.737875)"
30212,S,Monroe/State (95th-bound),Monroe,Monroe (Red Line),41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30211,N,Monroe/State (Howard-bound),Monroe,Monroe (Red Line),41090,false,true,false,false,false,false,false,false,false,false,"(41.880745, -87.627696)"
30153,N,Monroe/Dearborn (O'Hare-bound),Monroe,Monroe (Blue Line),40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30154,S,Monroe/Dearborn (Forest Pk-bound),Monroe,Monroe (Blue Line),40790,false,false,true,false,false,false,false,false,false,false,"(41.880703, -87.629378)"
30287,N,Montrose (Kimball-bound),Montrose,Montrose (Brown Line),41500,true,false,false,false,true,false,false,false,false,false,"(41.961756, -87.675047)"
30288,S,Montrose (Loop-bound),Montrose,Montrose (Brown Line),41500,true,false,false,false,true,false,false,false,false,false,"(41.961756, -87.675047)"
30260,S,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),41330,false,false,true,false,false,false,false,false,false,false,"(41.961539, -87.743574)"
30259,N,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,false,false,true,false,false,false,false,false,false,false,"(41.961539, -87.743574)"
30295,E,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink Lines),41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30296,W,Morgan (Harlem-54th/Cermak-bound),Morgan,Morgan (Green & Pink Lines),41510,true,false,false,true,false,false,false,false,true,false,"(41.885586, -87.652193)"
30021,S,Morse (95th-bound),Morse,Morse (Red Line),40100,false,true,false,false,false,false,false,false,false,false,"(42.008362, -87.665909)"
30020,N,Morse (Howard-bound),Morse,Morse (Red Line),40100,false,true,false,false,false,false,false,false,false,false,"(42.008362, -87.665909)"
30125,N,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30126,S,North/Clybourn (95th-bound),North/Clybourn,North/Clybourn (Red Line),40650,false,true,false,false,false,false,false,false,false,false,"(41.910655, -87.649177)"
30079,S,Noyes (Howard-Loop-bound),Noyes,Noyes (Purple Line),40400,false,false,false,false,false,true,true,false,false,false,"(42.058282, -87.683337)"
30078,N,Noyes (Linden-bound),Noyes,Noyes (Purple Line),40400,false,false,false,false,false,true,true,false,false,false,"(42.058282, -87.683337)"
30264,W,Oak Park (Harlem-bound),Oak Park,Oak Park (Green Line),41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30035,W,Oak Park (Forest Pk-bound),Oak Park,Oak Park (Blue Line),40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30034,E,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),40180,false,false,true,false,false,false,false,false,false,false,"(41.872108, -87.791602)"
30263,E,Oak Park (63rd-bound),Oak Park,Oak Park (Green Line),41350,false,false,false,true,false,false,false,false,false,false,"(41.886988, -87.793783)"
30297,N,Oakton (Dempster-Skokie-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,true,false,false,false,false,false,false,true,false,false,"(42.02624348, -87.74722084)"
30298,S,Oakton (Howard-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,true,false,false,false,false,false,false,true,false,false,"(42.02624348, -87.74722084)"
30171,N,O'Hare Airport (Terminal Arrival),O'Hare,O'Hare (Blue Line),40890,true,false,true,false,false,false,false,false,false,false,"(41.97766526, -87.90422307)"
30172,S,O'Hare Airport (Forest Pk-bound),O'Hare,O'Hare (Blue Line),40890,true,false,true,false,false,false,false,false,false,false,"(41.97766526, -87.90422307)"
30254,S,Paulina (Loop-bound),Paulina,Paulina (Brown Line),41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30253,N,Paulina (Kimball-bound),Paulina,Paulina (Brown Line),41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30199,E,Polk (Loop-bound),Polk,Polk (Pink Line),41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30200,W,Polk (54th/Cermak-bound),Polk,Polk (Pink Line),41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30029,W,Pulaski (54th/Cermak-bound),Pulaski,Pulaski (Pink Line),40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30028,E,Pulaski (Loop-bound),Pulaski,Pulaski (Pink Line),40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30180,W,Pulaski (Forest Pk-bound),Pulaski,Pulaski (Blue Line),40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30179,E,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30005,E,Pulaski (63rd-bound),Pulaski,Pulaski (Green Line),40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30006,W,Pulaski (Harlem-bound),Pulaski,Pulaski (Green Line),40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30185,N,Pulaski (Loop-bound),Pulaski,Pulaski (Orange Line),40960,true,false,false,false,false,false,false,false,false,true,"(41.799756, -87.724493)"
30186,S,Pulaski (Midway-bound),Pulaski,Pulaski (Orange Line),40960,true,false,false,false,false,false,false,false,false,true,"(41.799756, -87.724493)"
30007,N,Quincy/Wells (Inner Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,false,false,false,false,false,false,true,false,true,true,"(41.878723, -87.63374)"
30008,S,Quincy/Wells (Outer Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink Lines)",40040,false,false,false,false,true,false,false,false,false,false,"(41.878723, -87.63374)"
30093,W,Racine (Forest Pk-bound),Racine,Racine (Blue Line),40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30092,E,Racine (O'Hare-bound),Racine,Racine (Blue Line),40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30039,S,Randolph/Wabash (Inner Loop),Randolph/Wabash,"Randolph/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40200,false,false,false,true,false,false,true,false,true,true,"(41.884431, -87.626149)"
30038,N,Randolph/Wabash (Outer Loop),Randolph/Wabash,"Randolph/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40200,false,false,false,true,true,false,false,false,false,false,"(41.884431, -87.626149)"
30119,E,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30120,W,Ridgeland (Harlem-bound),Ridgeland,Ridgeland (Green Line),40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30195,N,Rockwell (Kimball-bound),Rockwell,Rockwell (Brown Line),41010,true,false,false,false,true,false,false,false,false,false,"(41.966115, -87.6941)"
30196,S,Rockwell (Loop-bound),Rockwell,Rockwell (Brown Line),41010,true,false,false,false,true,false,false,false,false,false,"(41.966115, -87.6941)"
30269,N,Roosevelt/State (Howard-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30270,S,Roosevelt/State (Howard-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30080,N,Roosevelt/Wabash (Loop-Harlem-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30081,S,Roosevelt/Wabash (Midway-63rd-bound),Roosevelt,"Roosevelt (Red, Orange & Green Lines)",41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30159,N,Rosemont (O'Hare-bound),Rosemont,Rosemont (Blue Line),40820,true,false,true,false,false,false,false,false,false,false,"(41.983507, -87.859388)"
30160,S,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),40820,true,false,true,false,false,false,false,false,false,false,"(41.983507, -87.859388)"
30155,N,Sedgwick (Kimball-Linden-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30156,S,Sedgwick (Loop-bound),Sedgwick,Sedgwick (Brown & Purple Lines),40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30294,S,Sheridan (Loop-bound),Sheridan,Sheridan (Red Line),40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30017,S,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30016,N,Sheridan (Howard-bound),Sheridan,Sheridan (Red Line),40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30293,N,Sheridan (Howard-Linden-bound),Sheridan,Sheridan (Red Line),40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30026,N,Skokie (Arrival),Skokie,Dempster-Skokie  (Yellow Line),40140,true,false,false,false,false,false,false,true,false,false,"(42.038951, -87.751919)"
30027,S,Skokie (Howard-bound),Skokie,Dempster-Skokie  (Yellow Line),40140,true,false,false,false,false,false,false,true,false,false,"(42.038951, -87.751919)"
30164,S,South Blvd (Howard-Loop-bound),South Boulevard,South Boulevard (Purple Line),40840,false,false,false,false,false,true,true,false,false,false,"(42.027612, -87.678329)"
30163,N,South Blvd (Linden-bound),South Boulevard,South Boulevard (Purple Line),40840,false,false,false,false,false,true,true,false,false,false,"(42.027612, -87.678329)"
30070,N,Southport (Kimball-bound),Southport,Southport (Brown Line),40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30071,S,Southport (Loop-bound),Southport,Southport (Brown Line),40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30037,S,Sox-35th (95th-bound),Sox-35th,Sox-35th (Red Line),40190,true,true,false,false,false,false,false,false,false,false,"(41.831191, -87.630636)"
30036,N,Sox-35th (Howard-bound),Sox-35th,Sox-35th (Red Line),40190,true,true,false,false,false,false,false,false,false,false,"(41.831191, -87.630636)"
30050,E,State/Lake (Inner Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,false,false,false,true,false,false,true,false,true,true,"(41.88574, -87.627835)"
30051,W,State/Lake (Outer Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple Lines)",40260,false,false,false,true,true,false,false,false,false,false,"(41.88574, -87.627835)"
30170,S,Thorndale (95th-bound),Thorndale,Thorndale (Red Line),40880,false,true,false,false,false,false,false,false,false,false,"(41.990259, -87.659076)"
30169,N,Thorndale (Howard-bound),Thorndale,Thorndale (Red Line),40880,false,true,false,false,false,false,false,false,false,false,"(41.990259, -87.659076)"
30069,W,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30068,E,UIC-Halsted (O'Hare-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30073,S,Washington/Dearborn (Forest Pk-bound),Washington,Washington (Blue Line),40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30072,N,Washington/Dearborn (O'Hare-bound),Washington,Washington (Blue Line),40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30141,N,Washington/Wells (Inner Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,true,false,false,false,false,false,true,false,true,true,"(41.882695, -87.63378)"
30142,S,Washington/Wells (Outer Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink Lines)",40730,true,false,false,false,true,false,false,false,false,false,"(41.882695, -87.63378)"
30231,N,Wellington (Kimball-Linden-bound),Wellington,Wellington (Brown & Purple Lines),41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30232,S,Wellington (Loop-bound),Wellington,Wellington (Brown & Purple Lines),41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30060,N,Western (Loop-bound),Western,Western (Orange Line),40310,true,false,false,false,false,false,false,false,false,true,"(41.804546, -87.684019)"
30143,E,Western (Loop-bound),Western,Western (Pink Line),40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30043,W,Western (Forest Pk-bound),Western,Western (Blue Line - Forest Park Branch),40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30042,E,Western (O'Hare-bound),Western,Western (Blue Line - Forest Park Branch),40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30130,S,Western/Milwaukee (Forest Pk-bound),Western,Western (Blue Line - O'Hare Branch),40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30129,N,Western/Milwaukee (O'Hare-bound),Western,Western (Blue Line - O'Hare Branch),40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30283,N,Western (Kimball-bound),Western,Western (Brown Line),41480,true,false,false,false,true,false,false,false,false,false,"(41.966163, -87.688502)"
30284,S,Western (Loop-bound),Western,Western (Brown Line),41480,true,false,false,false,true,false,false,false,false,false,"(41.966163, -87.688502)"
30061,S,Western (Midway-bound),Western,Western (Orange Line),40310,true,false,false,false,false,false,false,false,false,true,"(41.804546, -87.684019)"
30144,W,Western (54th/Cermak-bound),Western,Western (Pink Line),40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30106,S,Wilson (95th-bound),Wilson,Wilson (Red Line),40540,false,true,false,false,false,false,false,false,false,false,"(41.964273, -87.657588)"
30105,N,Wilson (Howard-bound),Wilson,Wilson (Red Line),40540,false,true,false,false,false,false,false,false,false,false,"(41.964273, -87.657588)"
